,business_id ,categories,city,is_open,latitude,longitude,postal_code,pricerange,review_count,stars,state
2560,M4RwZL5bTBTwwbVcoaDbtw,"['Beer', 'Wine & Spirits', 'Burgers', 'Bars', 'American (Traditional)', 'Nightlife', 'Food', 'Restaurants', 'Karaoke', 'Dive Bars', 'Comfort Food', 'Sandwiches']",Cleveland,1,41.4689993,-81.6878849,44109,1,50,4.5,OH
2573,Aczj1nrVaMKT4kBDltz5sA,"['Restaurants', 'Desserts', 'Specialty Food', 'Food']",Brunswick,1,41.2500833664,-81.842061444,44212,2,10,4.5,OH
2602,39lLJK_rrYY2NYomSsQdUA,"['Pizza', 'Restaurants']",Beachwood,1,41.4657893,-81.5063487,44122,2,5,3.0,OH
2603,VmPosmQpBlHBqdCXMzIwxA,"['Restaurants', 'American (Traditional)', 'Burgers', 'Breakfast & Brunch', 'Diners']",Beachwood,1,41.46414,-81.5000249,44122,1,62,4.0,OH
2605,tVlSGyR2Lr0YgJ5cQE9nHg,"['Restaurants', 'Bars', 'Karaoke', 'Nightlife', 'Chicken Wings']",Streetsboro,0,41.2420358,-81.3528949,44241,2,11,2.5,OH
2606,OzRGWW5R05kC0pQyUHX3lg,"['American (New)', 'Party & Event Planning', 'Restaurants', 'Italian', 'Event Planning & Services']",Cleveland,1,41.5088664,-81.59698,44106,2,91,3.5,OH
2617,b-88Wiv8vNVrFxWX07KLng,"['Sandwiches', 'Salad', 'Restaurants', 'Soup']",Kent,1,41.0951824,-81.3872939,44240,1,8,1.5,OH
2636,-MC7EFxTsyKMKB3zeP_FIQ,"['Restaurants', 'Food', 'Breakfast & Brunch', 'Fast Food', 'Donuts']",Stow,1,41.167498,-81.404067,44224,1,59,4.0,OH
2653,Sja9RHq7FpwDcmfzbGfIxQ,"['Pubs', 'Restaurants', 'Irish', 'Nightlife', 'Bars']",Cleveland,1,41.5005669,-81.6895823,44114,1,12,3.5,OH
2660,SJ08uawNJuzBOUPoLRVs3g,"['Chinese', 'Restaurants']",Shaker Heights,0,41.4650233,-81.5381327,44122,1,9,3.0,OH
2662,h1GpQF2iG3pvQ7DLTE2puw,"['American (Traditional)', 'Greek', 'Nightlife', 'Diners', 'Restaurants', 'Mediterranean', 'Bars', 'Comfort Food']",Rocky River,1,41.4796775,-81.8407703,44116,2,54,4.0,OH
2676,1njD5p7-FvV8uoHzwiVYCA,"['American (Traditional)', 'Restaurants', 'Barbeque', 'Steakhouses']",Mentor,1,41.6822842,-81.297595,44060,2,21,3.5,OH
2680,ZxYPXtZQ-6DFyl4VQkTELQ,"['American (New)', 'Hotels & Travel', 'Hotels', 'Restaurants', 'Food', 'Desserts', 'Event Planning & Services']",Cleveland,1,41.504454,-81.600514,44106,2,140,4.0,OH
2681,EFAQhAlkSlEcgLycoy5Zww,"['Nightlife', 'Restaurants', 'American (Traditional)', 'Food', 'Bars', 'Pubs', 'Beer', 'Wine & Spirits']",Brecksville,0,41.323585,-81.6285287,44141,2,24,3.5,OH
2704,UEEDnMulA6q6I_q9HDxpEA,"['Restaurants', 'Burgers', 'Hot Dogs', 'Fast Food']",Cuyahoga Falls,1,41.162553,-81.475736,44224,1,5,2.5,OH
2744,4ecT2Mkc8C_AlCkPvMH4DQ,"['Venues & Event Spaces', 'Hotels & Travel', 'Event Planning & Services', 'Active Life', 'Restaurants', 'Recreation Centers', 'Ski Resorts']",Peninsula,1,41.2648546,-81.5643979,44264,0,17,3.5,OH
2745,1FK7hoiPMPEPG0bRL4bi9Q,"['Restaurants', 'Seafood']",Cleveland,0,41.512483,-81.671757,44114,1,6,4.5,OH
2779,zH3HFpkJZ9EmWMRhw1oypA,"['Sandwiches', 'Delis', 'Restaurants']",Cleveland,1,41.510218,-81.670181,44114,2,31,4.5,OH
2787,QWRieSmElMDJ9ENGG0JDuA,"['Pizza', 'Restaurants']",North Royalton,1,41.314756,-81.745076,44133,1,3,2.5,OH
2790,1FguXgDNcb__8ct23Ngp9g,"['Nightlife', 'Bars', 'Dive Bars', 'American (New)', 'Restaurants']",Cleveland,1,41.4480716,-81.6507768,44105,2,5,3.5,OH
2803,ddlnpDxGDDxGGoG_dVXwiw,"['Cafes', 'Bars', 'American (New)', 'Desserts', 'Restaurants', 'Italian', 'Nightlife', 'Food']",Cleveland,1,41.4875683,-81.5960105,44120,2,131,4.0,OH
2811,ewzwgSuA0_6um2q9U-iQvA,"['Restaurants', 'Tapas/Small Plates', 'Food', 'Bars', 'Nightlife', 'Beer', 'Wine & Spirits']",Fairport Harbor,1,41.7547684783,-81.2769416169,44077,2,17,4.5,OH
2826,crFb3X-Kz0gLnoiSqg_dvg,"['Italian', 'Restaurants']",Mentor,1,41.6741755,-81.3400927,44060,2,9,3.0,OH
2833,zLnmmB9jiKg-A2Lggs64-A,"['Restaurants', 'Steakhouses']",Painesville,1,41.6708548,-81.2416989,44077,3,18,3.0,OH
2857,KipaZIYaxIIRTU3qAaMKcw,"['Event Planning & Services', 'Restaurants', 'Hotels', 'Hotels & Travel']",Painesville,0,41.7276306,-81.2423029,44077,0,3,2.5,OH
2859,L4f77s6qMDU2j5uXOAja2Q,"['Restaurants', 'Ethnic Food', 'Indian', 'Imported Food', 'Specialty Food', 'Food']",Mayfield Heights,1,41.5196733,-81.468642,44124,1,89,4.0,OH
2869,a5HUZPAn8J_cCyi_qQ29vg,"['Restaurants', 'Burgers']",Willoughby,1,41.638928,-81.373548,44094,1,3,1.0,OH
2884,lCl_-LHbb5QTSvac-HQHEw,"['Restaurants', 'Pizza']",Medina,1,41.1339769,-81.8636832,44256,2,4,3.0,OH
2887,j9Z3c0OVhpv8ZDntMBEsiQ,"['Restaurants', 'Wine Bars', 'Pizza', 'Seafood', 'Nightlife', 'Bars']",Medina,1,41.1379504529,-81.8214201217,44256,2,27,3.5,OH
2891,pfGV7rxls65U-yusYR_zfw,"['Restaurants', 'Fast Food', 'Burgers']",Amherst,1,41.378803,-82.211264,44001,1,3,2.5,OH
2902,hGEutUMfbpSdCiekvbW-rg,"['Restaurants', 'Fast Food', 'Sandwiches']",Cleveland,1,41.4179156,-81.7562294,44130,0,3,3.5,OH
2915,IMZE8ujP9-lHpuhbum8ECA,"['Restaurants', 'Burgers', 'Fast Food', 'Hot Dogs']",Willowick,1,41.6427892,-81.4561178,44095,1,6,1.5,OH
2918,BLfCMa2yWNo70D3wwAxwow,"['Restaurants', 'Caterers', 'American (New)', 'Nightlife', 'Wine Bars', 'American (Traditional)', 'Bars', 'Event Planning & Services']",Cleveland,0,41.5760269,-81.5603594,44110,2,85,4.0,OH
2959,Qg6JmG0EDCQ6-EE9Wufh3g,"['Wine Bars', 'American (New)', 'Diners', 'Restaurants', 'Nightlife', 'Bars']",Chardon,1,41.582243,-81.203796,44024,2,44,4.0,OH
2974,GeeR1ScER2WpFoJs1sTjsA,"['Chinese', 'Restaurants', 'Fast Food']",Avon,1,41.4691486288,-82.0192191362,44011,1,33,2.0,OH
3006,565uVvO-hFqbajFNkt0hnw,"['Nightlife', 'Italian', 'Restaurants', 'Bars', 'American (New)', 'Pubs']",Kent,1,41.1520515,-81.388374,44240,2,14,3.5,OH
3038,bUbKPCN1RQcykWHj6jZCig,"['Sandwiches', 'Burgers', 'Fast Food', 'Restaurants']",Lakewood,1,41.4855768,-81.7684382,44107,1,3,3.0,OH
3042,4U4YPnh-eE5FVlDFuDuCKg,"['Restaurants', 'Mexican']",Avon,0,41.45331375,-82.0323063433,44011,2,11,3.0,OH
3045,ohIzA0mZOtS6_9q_pJYKrg,"['Food', 'Grocery', 'Event Planning & Services', 'Restaurants', 'Caterers', 'Delis']",Cleveland,0,41.5210498,-81.524002,44121,2,20,4.5,OH
3064,gWeNzHtxFh_Bv_am6WXIyA,"['Vegetarian', 'Buffets', 'Indian', 'Restaurants']",Parma Heights,0,41.3912381,-81.7586829,44130,2,42,3.0,OH
3076,Kxlt3ZNmTzbxRFYelWAmKA,"['Restaurants', 'Chinese']",Cleveland,1,41.4351258,-81.8028408,44135,1,10,3.0,OH
3084,HpWZ7x8ioIABA7JPwWhcAA,"['American (New)', 'Restaurants']",Avon Lake,0,41.495123,-82.0222371,44012,3,10,3.0,OH
3103,gDZm9f38d5Liuvcd75_FZg,"['Mexican', 'Restaurants', 'Tex-Mex']",Cleveland,0,41.5024759,-81.6211029,44195,1,6,2.5,OH
3117,LQ7yyQmiDeqlevXKNFsGxw,"['Wraps', 'Restaurants', 'Pubs', 'Bars', 'Sandwiches', 'Nightlife']",Twinsburg,1,41.3174028,-81.4407364,44087,2,13,2.0,OH
3130,r-EQRM_IVDzKTxCpHSEOjQ,"['American (Traditional)', 'Restaurants']",Northfield,1,41.3143439,-81.55819,44067,1,4,3.5,OH
3136,iOhHDavGdswJQlPW5luGaw,"['Buffets', 'Restaurants']",Brooklyn,1,41.419232,-81.74614,44129,2,37,2.0,OH
3139,PhbBtg1a2QfzpZFRwUrc0A,"['Seafood', 'American (New)', 'Restaurants']",Mentor,0,41.67993,-81.336329,44060,2,19,3.5,OH
3140,yBufRP1YQp9vXmId_Y2iEQ,"['Burgers', 'Restaurants', 'Sports Bars', 'Nightlife', 'Bars', 'American (Traditional)']",Mentor,1,41.675932,-81.312582,44060,2,9,2.0,OH
3145,tVqsAvDfxKuMi_Inxp2g0Q,"['American (New)', 'Restaurants', 'Burgers', 'Breakfast & Brunch']",Streetsboro,0,41.242629,-81.3526289,44241,0,3,2.5,OH
3147,j4170xdQJTwSvXFpsQzWtg,"['Caribbean', 'Breakfast & Brunch', 'Puerto Rican', 'Restaurants', 'Latin American', 'Mexican']",Cleveland,1,41.4842063,-81.7306185,44102,1,60,3.5,OH
3157,FDl-B4kuvpAsY8QPgXwQAA,"['Japanese', 'Restaurants', 'Chinese']",Shaker Heights,1,41.4710004741,-81.5667129042,44120,2,11,3.5,OH
3202,2ggCa6Lfc3M2xtQwjwMPfg,"['Restaurants', 'Sandwiches', 'Fast Food']",Lakewood,1,41.4780122,-81.8110041,44107,1,3,3.5,OH
3204,u_1EIg-c3d8XYfrmcdHX3w,"['Seafood', 'Restaurants', 'Sushi Bars']",Willoughby,1,41.6414063,-81.4080813,44094,2,80,3.5,OH
3228,0lFAD4CuWcQVl9u3-lRaCQ,"['Nightlife', 'Pubs', 'American (Traditional)', 'Bars', 'Restaurants']",Hudson,1,41.259887,-81.503619,44236,2,9,3.0,OH
3229,neHxzHKgk_FhpPwZ-3XP5w,"['Nightlife', 'Sports Bars', 'American (Traditional)', 'Bars', 'Burgers', 'Restaurants']",Hudson,0,41.2408998,-81.446017,44236,2,16,2.5,OH
3271,QzpdN_I4B_A6b5PzPIUchA,"['Restaurants', 'Fast Food', 'Burgers']",Amherst,1,41.411878,-82.210127,44001,1,4,2.0,OH
3296,xUmJ7XsZDPTmg26bkh00Zg,"['Restaurants', 'Burgers', 'Hot Dogs']",Willoughby,0,41.627228,-81.431391,44094,1,24,3.0,OH
3297,XoNkbtX-F6aj-rJiunt2Bg,"['Sandwiches', 'Soup', 'Restaurants', 'Salad']",Independence,1,41.3961257,-81.6419992,44131,1,31,3.5,OH
3306,GoWNE6T23FNqSG0njOtiig,"['Pizza', 'Event Planning & Services', 'Arcades', 'Restaurants', 'Venues & Event Spaces', 'Arts & Entertainment']",Cleveland,1,41.5195728,-81.4502994,44124,2,5,2.0,OH
3308,kKTXiGVLEVpPA7r2R6baVw,"['American (New)', 'Food', 'Beer Bar', 'Beer', 'Wine & Spirits', 'Restaurants', 'Bars', 'Nightlife']",Parma Heights,1,41.394558,-81.783869,44130,1,8,4.0,OH
3317,WdE3GQf5RDnl5Pmji5S5Iw,"['Restaurants', 'Breakfast & Brunch', 'Bars', 'American (Traditional)', 'Nightlife']",Mentor,1,41.6727759,-81.3403174,44060,2,36,3.5,OH
3339,EMmCHg3Fgk9jZrHVB8OJXw,"['Food', 'Bakeries', 'Restaurants', 'Delis']",Woodmere,1,41.4622587316,-81.4755749702,44122,1,29,4.5,OH
3373,08JPvTyVYt6I4PbGkQ76jQ,"['Restaurants', 'Delis', 'Fast Food', 'Sandwiches']",Mayfield Heights,1,41.519687,-81.454724,44124,1,23,4.0,OH
3375,PJ1vi56FGCvQMyfYvnAqgA,"['Irish Pub', 'Restaurants', 'Sandwiches', 'Pubs', 'Nightlife', 'Salad', 'Bars']",Stow,1,41.1789509,-81.4806392,44224,1,15,3.5,OH
3381,5lafAKe2CvYteHvzdZl34A,"['Sports Bars', 'American (New)', 'Nightlife', 'Bars', 'Pubs', 'Restaurants', 'American (Traditional)']",Elyria,1,41.4159123,-82.0783169,44035,1,3,3.5,OH
3390,cfMqHwJc4qgdIL6oew9EJQ,"['Pizza', 'Restaurants']",Wickliffe,1,41.6192909,-81.456719,44092,1,29,4.0,OH
3399,ncn2d0frqLSIFP1_DLXzow,"['Restaurants', 'Diners']",Lakewood,0,41.4854594,-81.7951905,44107,1,27,3.5,OH
3408,B6nhGEqt6rzXw6TwltTspA,"['Pizza', 'Salad', 'Restaurants']",Cleveland,1,41.4994039,-81.6912784,44114,1,67,3.5,OH
3409,KWnLw61n0v4plYLhmD4v7w,"['Nightlife', 'Music Venues', 'American (New)', 'Lounges', 'Restaurants', 'Dance Clubs', 'Arts & Entertainment', 'Bars']",Cleveland,1,41.4992921917,-81.6903238505,44114,3,15,3.5,OH
3431,ToHKLIjR05Rz9boWvmWaPA,"['Restaurants', 'Bowling', 'American (Traditional)', 'Sports Bars', 'Nightlife', 'Bars', 'American (New)', 'Active Life']",Cleveland,1,41.499507,-81.689842,44114,2,149,3.0,OH
3527,KhtmCNHqCH6cnxirsenndA,"['American (Traditional)', 'Restaurants']",Cleveland,0,41.5437561,-81.4392018,44143,2,15,3.5,OH
3530,CvhuXxfFlLPMa-0ucZHPOA,"['Greek', 'Mediterranean', 'Restaurants']",Lakewood,0,41.4849882,-81.8069232,44107,0,8,4.0,OH
3531,rcIZbbta7Yn_wEx52d5YfQ,"['Buffets', 'Breakfast & Brunch', 'Restaurants']",Northfield,1,41.3482147,-81.5245506,44067,2,7,4.5,OH
3533,9JUynLfWPwe1X9gsJS6FTA,"['Seafood', 'Steakhouses', 'American (New)', 'Nightlife', 'Bars', 'Restaurants']",Cleveland,1,41.4995145,-81.6995052,44113,2,202,3.5,OH
3536,hxedolqDRVlKA_iOoI09Ng,"['Nightlife', 'American (New)', 'Beer Bar', 'Pizza', 'Bars', 'Restaurants', 'Breweries', 'Food']",Fairlawn,1,41.1338108,-81.6178665,44333,2,82,3.0,OH
3544,SD54jcttbv8l1WJbOUXXQQ,"['Italian', 'Chicken Wings', 'Pizza', 'Restaurants']",North Ridgeville,1,41.3985977,-81.9964437,44039,0,5,2.0,OH
3553,RCsid-VHYQI4UHWEII7s4Q,"['Coffee & Tea', 'Sandwiches', 'American (Traditional)', 'Restaurants', 'Bakeries', 'Desserts', 'Bagels', 'Food']",Willoughby,1,41.6400809988,-81.4070122633,44094,1,34,3.5,OH
3571,5KluMMlJvYZGGFpGjdBDhg,"['Chinese', 'Restaurants']",Cleveland,1,41.4633532,-81.6472408,44127,1,3,4.5,OH
3577,6CBk7rX5vDiwWHEMxHJQnQ,"['Restaurants', 'Burgers', 'Greek', 'Sandwiches']",Mayfield Heights,1,41.5205624,-81.4401714,44124,1,27,3.5,OH
3578,Fxk23pD0vgRa95u1mPQ4tQ,"['Mexican', 'Restaurants']",Aurora,1,41.3290526,-81.3603083,44202,2,65,4.0,OH
3589,6NDdfWunMCPWOnOxev2Nrw,"['Kids Activities', 'Active Life', 'American (Traditional)', 'Laser Tag', 'Rock Climbing', 'Arcades', 'Arts & Entertainment', 'Restaurants', 'Party & Event Planning', 'Bowling', 'Event Planning & Services']",Parma,1,41.378889,-81.743374,44129,2,12,3.5,OH
3596,n3A4kXeCad9L-nfarSDY7A,['Restaurants'],Beachwood,1,41.463035,-81.515855,44122,2,4,3.0,OH
3600,GQkCw7318u55O1JSCZL1Uw,"['Pubs', 'Restaurants', 'Bars', 'Nightlife', 'Pizza', 'American (Traditional)']",North Royalton,1,41.3498568,-81.7590685,44133,2,36,3.0,OH
3602,TIpwAF4h4A7Smj17T8uL9A,"['Restaurants', 'Burgers']",Chagrin Falls,1,41.411177,-81.3377319,44023,2,9,2.5,OH
3605,vJOwJQF4sDqBbecUK4cVRg,"['Restaurants', 'Pizza']",Cleveland,1,41.5376565,-81.5707447,44112,1,3,4.0,OH
3615,jSnkD2SpD-jcJjBjmxqHpw,"['Sushi Bars', 'Restaurants', 'Steakhouses', 'Japanese']",Highland Heights,1,41.5391563,-81.4529642,44143,2,41,2.5,OH
3631,L94TmVg3KpFn9br5LlD56g,"['Chicken Wings', 'Restaurants']",Cleveland,1,41.4491783,-81.5616538,44128,0,3,3.0,OH
3633,uQBAiqEx6yYjidHSUoUMUw,"['Burgers', 'Fast Food', 'Sandwiches', 'Restaurants']",Parma,1,41.3800300198,-81.7371299118,44129,1,4,3.0,OH
3634,B_FkJXtkmpDoDiP8bjot2g,"['Fast Food', 'Restaurants', 'Sandwiches']",Cuyahoga Falls,1,41.1386525,-81.4858753,44221,0,3,2.5,OH
3636,tVpF5TZDkTHz8xKwRPlZJQ,"['Restaurants', 'Pubs', 'American (Traditional)', 'Bars', 'Nightlife']",Broadview Heights,0,41.314739,-81.685843,44147,2,9,4.5,OH
3639,FkNv7f563F08NH0LDMnntg,"['Breakfast & Brunch', 'Coffee & Tea', 'Burgers', 'Restaurants', 'Food']",Grafton,0,41.2733673,-82.0565436,44044,0,3,3.5,OH
3643,XO1t620R1W-J27GMcBYBZA,"['Bagels', 'Sandwiches', 'Restaurants', 'Food', 'Breakfast & Brunch']",Mentor,1,41.6768086,-81.3089097,44060,1,5,3.0,OH
3644,ACzmcBamUtLMJNUz8ywQxA,"['American (Traditional)', 'Event Planning & Services', 'Comfort Food', 'Restaurants', 'Caterers']",Mentor,1,41.6793519,-81.304945,44060,2,3,4.0,OH
3645,Xs_QOxzPZETqZ3MeNStvYA,"['Restaurants', 'Chinese']",Mentor,1,41.6804421,-81.3011217,44060,1,11,4.0,OH
3707,jhNV1xO2q1_61REv2YQAtg,"['Restaurants', 'Chinese']",Cleveland,0,41.519235,-81.4678053,44124,1,5,3.5,OH
3708,GJvh9J3Isdn2N4I_3j7OfQ,"['Fast Food', 'Sandwiches', 'Restaurants']",Rocky River,1,41.4587589,-81.8586713,44116,1,3,2.5,OH
3754,nZ4uuPHq0QLM5DwI52aO3Q,"['Fast Food', 'Restaurants', 'Burgers']",Cleveland,1,41.4827155505,-81.7368571299,44102,1,3,2.5,OH
3762,d_tubLVx2pnTZXvXFfcOeQ,"['Restaurants', 'Japanese']",Cleveland Heights,0,41.499473,-81.565723,44121,2,19,4.0,OH
3763,drRQFkC9yRXXZUhktaMplA,"['Pizza', 'Restaurants']",Painesville,1,41.7271257,-81.1966758,44077,2,4,3.0,OH
3775,cUwNW5NEua_yMcAx-X2sMg,"['American (Traditional)', 'Caterers', 'Breakfast & Brunch', 'Salad', 'Event Planning & Services', 'Restaurants']",Cleveland,1,41.476519,-81.690993,44113,2,252,4.0,OH
3798,dxFttMFR4eVlZ2b5s6yAjQ,"['Restaurants', 'Pizza']",Middlefield,1,41.4630479,-81.0879701,44062,0,4,3.5,OH
3804,1d-bskPWu2zKZSEa2-4kfA,"['Hot Dogs', 'Burgers', 'Restaurants']",Parma,1,41.4122706,-81.7359086,44129,1,87,4.0,OH
3809,2pWpFiaAY_RYqx-sVqLlRg,"['Fast Food', 'Restaurants', 'Burgers']",Rocky River,1,41.459301,-81.8601748,44116,1,3,3.5,OH
3815,1RgX-EAQrGoPMvy9ntEXsw,"['Restaurants', 'Italian', 'Chicken Wings', 'Pizza']",Fairlawn,1,41.1288170422,-81.608911939,44333,2,65,3.5,OH
3823,kDIDf6LRDlky3nJDtcbWvg,['Restaurants'],columbia station,1,41.3507725,-81.9057784,44028,0,3,3.0,OH
3834,5wyCSyKqUCjRZKDaWX_fmQ,"['Burgers', 'Restaurants', 'Fast Food']",Cleveland,1,41.523179,-81.43934,44124,1,3,3.5,OH
3835,FXCnmBZvK_7vaXOIv8txmw,"['Food', 'Burgers', 'Restaurants', 'Sandwiches', 'Barbeque', 'Food Delivery Services']",Lakewood,1,41.4768617,-81.7920728,44107,1,30,4.5,OH
3837,6wkbvqm_vtkqgYrZcXfSZg,"['Restaurants', 'Food', 'Mexican', 'Beer', 'Wine & Spirits']",Brunswick,0,41.2745178,-81.8365488,44212,1,15,4.0,OH
3852,FRFHeIau2YmIoSY6ytOlFg,"['Burgers', 'Restaurants']",Independence,0,41.394520998,-81.6426021606,44131,2,7,2.5,OH
3863,Uxh0fXFH_QQBivRnIBpdiw,"['Mexican', 'American (Traditional)', 'Restaurants']",Amherst,1,41.4161517,-82.2076029,44001,2,26,3.5,OH
3869,FPubDLRsgfCwSpGw_qZyUQ,"['Bars', 'Salad', 'American (Traditional)', 'Nightlife', 'Restaurants']",Richmond Heights,1,41.5747255,-81.4948547,44143,3,11,4.0,OH
3875,eOZiSu4_EuGf3Tha_lmUwQ,"['American (New)', 'Salad', 'Restaurants']",Brunswick,1,41.2372199589,-81.8776076633,44212,2,19,3.5,OH
3900,PX0v74DjqZZJUZ7xChZA5A,"['Restaurants', 'American (Traditional)']",Independence,0,41.3989345,-81.6573959,44131,0,4,2.0,OH
3912,cdHqkN6Mi6Q5WlwgOyokUA,"['American (Traditional)', 'Burgers', 'Fast Food', 'Restaurants']",Cleveland Heights,1,41.501526,-81.565875,44118,1,39,4.0,OH
3914,mmTUGqCoZ28CAHNmY-ZTwg,"['Restaurants', 'Pizza']",Parma,1,41.3989662,-81.6896618,44129,2,3,3.0,OH
3919,2MnNaZcNG_2whC9NyL4qgA,"['Nightlife', 'Pubs', 'Steakhouses', 'Sports Bars', 'Burgers', 'Bars', 'Restaurants', 'American (Traditional)']",Avon,1,41.4618579,-82.0489792,44011,2,50,3.5,OH
3935,R0SWtoj8DAAgrZ1ppm1zTA,"['Dive Bars', 'Specialty Food', 'Diners', 'Ethnic Food', 'Restaurants', 'Bars', 'Food', 'Nightlife']",Euclid,1,41.5927461,-81.5270866,44123,2,15,4.5,OH
3949,a2sd-TK6b6kCud8Nf_30tA,"['Restaurants', 'American (Traditional)', 'Burgers', 'Hot Dogs']",Mentor,1,41.672228,-81.326862,44060,2,86,3.5,OH
3952,tNJgmbODR-N0qdPGy4Vsrw,"['Restaurants', 'Mexican']",Cleveland,1,41.4858162,-81.7685232,44107,2,104,3.5,OH
3961,77N_IPeA6Cb70_5m6SwhHQ,"['Restaurants', 'Pizza']",Painesville,1,41.6870977,-81.1772909,44077,2,16,3.5,OH
3972,33aNXOprvIR-rtxKTUNBbQ,"['American (Traditional)', 'Restaurants', 'Barbeque', 'Steakhouses']",Copley,1,41.1346298,-81.6536722,44321,2,19,3.0,OH
3986,JC-8I-jD2FUaFc3512dVcQ,"['American (New)', 'American (Traditional)', 'Breakfast & Brunch', 'Restaurants', 'Southern']",Brooklyn,1,41.4224869,-81.760532,44144,1,43,3.0,OH
3995,4s-eHLQcoMqAgfzbiQsKIw,"['Food', 'Pizza', 'Restaurants']",Cleveland,0,41.5016215,-81.6754951,44115,1,12,3.0,OH
4032,DcLdC--ZeKmBg2Dpe4dkjw,"['Cajun/Creole', 'Restaurants']",Brooklyn,0,41.4248679,-81.758466,44144,2,3,2.0,OH
4047,3LtH0YjJQGiIRSXI-SsKtQ,"['Japanese', 'Restaurants', 'Seafood', 'Buffets', 'Sushi Bars']",Parma,0,41.382427,-81.7398702,44129,2,56,3.5,OH
4063,vxKmaGGykiLh0wdknvK-1Q,"['Restaurants', 'Wraps', 'Food', 'Juice Bars & Smoothies']",Willoughby,1,41.6272466,-81.4270197,44094,0,3,5.0,OH
4082,USRXU4ASBAFSKhlk-KVrCw,"['Restaurants', 'Chinese']",Cleveland,1,41.5157095,-81.6646873,44114,2,66,3.0,OH
4092,r-r-aHrFKEXGcvDoBolWvg,"['Pizza', 'Restaurants']",Bedford,1,41.3936994,-81.5363215,44146,0,3,2.5,OH
4093,KUZykABD2mpdzgsd5QTedw,"['Barbeque', 'Southern', 'Soul Food', 'Restaurants']",Painesville,1,41.728778,-81.245191,44077,2,5,5.0,OH
4131,add5ccbbrMjIeFRI0-W57g,"['Delis', 'Food', 'Coffee & Tea', 'Restaurants']",Amherst,0,41.398343,-82.2244645,44001,1,3,4.5,OH
4132,4W2-b1HcT60XSUdqu5MgOw,"['Restaurants', 'American (Traditional)']",North Royalton,1,41.3206911,-81.7237537,44133,1,19,4.0,OH
4141,sAhKuHKCKu9p8gy9vVsXnA,"['Chinese', 'Restaurants']",Willowick,1,41.6296547,-81.4836619,44095,1,12,3.0,OH
4143,9zCVPPA-HINPq6HrRxm_RQ,"['Restaurants', 'Food', 'Cafes', 'Bakeries', 'Modern European']",Willoughby,1,41.6072477,-81.4411265,44094,1,32,3.5,OH
4168,dRT7tLyakasIjJ4B0Fm92Q,"['Chinese', 'Restaurants']",Strongsville,1,41.309764,-81.834169,44136,1,23,2.5,OH
4173,uTKrt3rE4xgYyuiOtRWDvw,"['Sandwiches', 'Restaurants']",Cleveland,1,41.4160119,-81.7107476,44134,1,25,3.5,OH
4195,g8CD2B-XrBnTM5zgoHneEA,"['Restaurants', 'Mexican']",Painesville,0,41.7280378188,-81.2560304627,44077,1,5,4.5,OH
4210,wKmBynAw25cTV89KcxSu9Q,"['American (New)', 'Breakfast & Brunch', 'Restaurants', 'American (Traditional)', 'Diners']",Willoughby,1,41.642843,-81.4296767,44094,1,12,3.5,OH
4212,cL38u23Ez492pToB4xZZXQ,"['Mexican', 'Restaurants', 'Fast Food']",Cleveland,1,41.496860887,-81.6944764182,44113,0,4,1.5,OH
4215,wYcCWaqjikA6DnLFBthj_g,"['Hot Dogs', 'Restaurants', 'Burgers', 'Fast Food']",Cleveland,1,41.381288,-81.7816497,44130,0,6,2.0,OH
4216,hV9XufCpXMn2eOHzKZshHQ,"['Pizza', 'Restaurants']",Northfield,1,41.3423244,-81.5295431,44067,0,6,4.5,OH
4258,AWoSFsyyj0gKXmX-5X_pyQ,"['Restaurants', 'Diners']",Chagrin Falls,1,41.4155085,-81.3480568,44023,1,13,4.0,OH
4265,DAjL3wbT4Mrh0OcAFU-iLA,"['Restaurants', 'Chinese']",North Royalton,1,41.3305464,-81.7263567,44133,1,27,3.5,OH
4282,2-9wu090DJutG_MPUgPWQw,"['Gluten-Free', 'Vegetarian', 'Middle Eastern', 'Mediterranean', 'Restaurants']",Lakewood,1,41.4854578511,-81.7968916693,44107,2,82,4.0,OH
4298,zc0sUY7iWuJB93AHWKy_xw,"['Pizza', 'Breweries', 'American (New)', 'Restaurants', 'Food']",Mentor,1,41.6610081779,-81.3598733982,44060,2,77,3.0,OH
4299,pGu7YwnkIueer-3r3pkQdg,"['Breakfast & Brunch', 'Pizza', 'Sandwiches', 'Chicken Wings', 'Food', 'Food Delivery Services', 'Restaurants', 'Fast Food']",Cleveland,1,41.5011247,-81.6779443,44115,1,38,3.0,OH
4300,untdxjLVTC8wwLx_ejc4UQ,"['Restaurants', 'American (New)']",Parma,0,41.415541,-81.710824,44134,2,4,3.0,OH
4308,5F_uIksIlZnL4D_U9pvRrg,"['Burgers', 'Fast Food', 'Hot Dogs', 'Restaurants']",Parma Heights,1,41.3780824095,-81.784671396,44130,1,12,5.0,OH
4313,F56TiSa71Tk4PIQ0HN8oag,"['Salad', 'Pizza', 'Restaurants', 'Italian']",University Heights,1,41.4873069,-81.5345957,44118,2,65,3.5,OH
4320,u-H6djIQKi73jNtFaoSuGA,['Restaurants'],Cleveland,1,41.5011466,-81.6803077,44115,0,3,2.5,OH
